orig_book_index	orig_chapter	orig_verse	text
44N	19	11	וחילא רורבא עבד הוא אלהא באידה דפולוס ܀
44N	19	12	הכנא דאפ מנ נחתא דעל גושׁמה סודרא או רוקעא מיתינ הוו וסימינ על כריהא ופרקינ הוו מנהונ כורהנא ואפ שׁאדא נפקינ הוו ܀
44N	19	13	צבו הוו דינ אפ אנשׁא יהודיא אילינ דמתכרכינ הוו ומומינ על שׁאדא דנומונ בשׁמה דמרנ ישׁוע על אילינ דאית הוי להונ רוחא טנפתא כד אמרינ הוו מומיננ לכונ בשׁמה דישׁוע אינא דמכרז פולוס ܀
44N	19	14	אית הוא דינ שׁבעא בנוהי דגברא חד יהודיא רב כהנא דשׁמה הוא סקוא דעבדינ הוו הדא ܀
44N	19	15	וענא שׁאדא הו בישׁא ואמר להונ לישׁוע משׁתודע אנא ולפולוס ידע אנא אנתונ דינ מנ אנתונ ܀
44N	19	16	ושׁור עליהונ גברא הו דאית הוא בה רוחא בישׁתא ואתחיל עליהונ ושׁפל אנונ וכד שׁליחינ ופעיעינ ערקו מנ ביתא הו ܀
44N	19	17	והדא אתידעת הות לכלהונ יהודיא וארמיא דעמרינ באפסוס ונפלת דחלתא על כלהונ ומתרמרמ הוא שׁמה דמרנ ישׁוע משׁיחא ܀
44N	19	18	וסגיאא מנ אילינ דהימנו אתינ הוו ומשׁתעינ סכלותהונ ומודינ במדמ דעבדינ הוו ܀
44N	19	19	סגיאא דינ אפ חרשׁא כנשׁו כתביהונ ואיתיו אוקדו אנונ קדמ כלנשׁ וחשׁבו דמיהונ וסלק כספא רבותא חמשׁ ܀
44N	19	20	והכנא בחילא רבא תקפא הות וסגיא הימנותה דאלהא ܀
44N	19	21	כד דינ אשׁתלמ הלינ סמ פולוס ברעינה דנתכרכ בכלה מקדוניא ובאכאיא ונאזל לאורשׁלמ ואמר דמא דאזלת לתמנ ולא לי דאפ רהומי אחזא ܀
44N	19	22	ושׁדר הוא תרינ אנשׁינ מנ הנונ דמשׁמשׁינ הוו לה למקדוניא לטימתאוס ולארסטוס הו דינ קוי זבנא באסיא ܀
44N	19	23	הוא הוא דינ בהו זבנא שׁגושׁיא סגיאא על אורחה דאלהא ܀
44N	19	24	אית הוא דינ תמנ עבד סאמא חד דשׁמה הוא דמטריוס דעבד הוא נוסא דסאמא לארטמיס ומותר הוא לבני אומנותה יותרנא רבא ܀
44N	19	25	הנא כנשׁ אנונ לבני אומנותה כלהונ ולאילינ דפלחינ עמהונ ואמר להונ גברא ידעינ אנתונ דתאגורתנ כלה מנ הנא הי פולחנא ܀
44N	19	26	ואפ אנתונ שׁמעינ אנתונ וחזינ אנתונ דלא הוא בלחוד לבני אפסוס אלא אפ לסוגאא דכלה אסיא אפיס הנא פולוס ואהפכ כד אמר דלו אלהא אנונ הנונ דבאידי בנינשׁא מתעבדינ ܀
44N	19	27	ולו הדא צבותא בלחוד מתפרסיא ובטלא אלא אפ הו היכלא דארטמיס אלהתא רבתא מתחשׁב לה איכ לא מדמ ואפ הי אלהתא דכלה אסיא וכלהונ עממא סגדינ לה מתשׁיטא ܀
44N	19	28	וכד שׁמעו הלינ אתמליו חמתא וקעינ הוו ואמרינ רבא הי ארטמיס דאפסיא ܀
44N	19	29	ואשׁתגשׁת כלה מדינתא ורהטו אכחדא ואזלו לתאטרונ וחטפו אובלו עמהונ לגאיוס ולארסטרכוס גברא מקדוניא בני לויתה דפולוס ܀
44N	19	30	ופולוס צבא הוא דנעול לתאטרונ וכלאוהי תלמידא ܀
44N	19	31	ואפ רשׁא דאסיא מטל דרחמוהי הוו שׁדרו בעו מנה דלא נתל נפשׁה דנעול לתאטרונ ܀
44N	19	32	כנשׁא דינ דאית הוו בתאטרונ טב שׁגישׁינ הוו ואחרנא אחרניתא קעינ הוו סגיאא גיר מנהונ לא ידעינ הוו מטל מנא אתכנשׁו ܀
44N	19	33	עמא דינ דיהודיא דאית הוו תמנ אקימו מנהונ לגברא יהודיא דשׁמה אלכסנדרוס וכד קמ אניפ אידה וצבא הוא דנפוק רוחא לעמא ܀
44N	19	34	וכד ידעו דיהודיא הו קעו כלהונ בחד קלא איכ שׁעינ תרתינ דרבא הי ארטמיס דאפסיא ܀
44N	19	35	ושׁלי אנונ רשׁא דמדינתא כד אמר גברא אפסיא מנו גיר מנ בנינשׁא דלא ידע למדינתא דאפסיא דכומרתא הי דארטמיס רבתא ולצלמה דמנ שׁמיא נחת ܀
44N	19	36	מטל הכיל דלוקבל הדא אנשׁ לא משׁכח למאמר ולא לכונ דתהוונ שׁלינ ולא תעבדונ מדמ בסורהבא ܀
44N	19	37	איתיתונ גיר לגברא הלינ כד לא היכלא חלצו ולא צחיו לאלהתנ ܀
44N	19	38	אנ דינ הנא דמטריוס ובני אומנותה אית להונ דינא עמ אנשׁ הא אנתופטוס במדינתא אומנא אנונ נקרבונ ונדונונ חד עמ חד ܀
44N	19	39	ואנ הו דמדמ אחרינ בעינ אנתונ בדוכתא דיהיבא מנ נמוסא לכנושׁיא משׁתרא ܀
44N	19	40	מטל דאפ השׁא בקנדינוס קימיננ דנתרשׁא איכ שׁגושׁא דלא משׁכחיננ דנפוק רוחא על כנשׁא דיומא הנא דאתכנשׁנ בטלאית ואשׁתגשׁנ דלא עלתא ܀
44N	19	41	וכד הלינ אמר שׁרא לכנשׁא ܀
44N	20	1	ובתר דשׁלי שׁגושׁיא קרא פולוס לתלמידא וביא אנונ ונשׁק אנונ ונפק אזל לה למקדוניא ܀
44N	20	2	וכד אתכרכ אנונ לאתרותא הלינ וביא אנונ במלא סגיאתא אתא לה להלס אתרא ܀
44N	20	3	והוא תמנ תלתא ירחינ עבדו דינ עלוהי נכלא יהודיא כד עתיד הוא למאזל לסוריא ואתחשׁב דנהפוכ לה למקדוניא ܀
44N	20	4	ונפקו עמה עדמא לאסיא סופטרוס דמנ ברואא מדינתא וארסטרכוס וסקונדוס דמנ תסלוניקא וגאיוס דמנ דרבא מדינתא וטימתאוס דמנ לוסטרא ומנ אסיא טוכיקוס וטרופימוס ܀
44N	20	5	הלינ אזלו קדמינ וקויו לנ בטרואס ܀
44N	20	6	חננ דינ נפקנ מנ פיליפוס מדינתא דמקדוניא בתר יומתא דפטירא ורדינ בימא ואתינ לטרואס ליומתא חמשׁא והוינ תמנ יומתא שׁבעא ܀
44N	20	7	וביומא דחד בשׁבא כד כנישׁיננ דנקצא אוכרסטיא ממלל הוא עמהונ פולוס מטל דליומא אחרנא עתיד הוא דנפוק לה ואגר הוא לממללו עדמא לפלגה דלליא ܀
44N	20	8	ואית הוא תמנ למפאדא דנורא סגיאא בעליתא הי דכנישׁינ הוינ בה ܀
44N	20	9	ויתב הוא עלימא חד דשׁמה הוא אוטכוס בכותא ושׁמע וטבע בשׁנתא יקירתא כד אגר הוא במלתא פולוס ובשׁנתה נפל הוא מנ תלתא מדירינ ואשׁתקל כד מית ܀
44N	20	10	ונחת פולוס נפל לעל מנה ועפקה ואמר לא תתזיעונ מטל דנפשׁה בה הי ܀
44N	20	11	כד סלק דינ קצא לחמא וטעמ והוא ממלל עדמא דסלק צפרא והידינ נפק דנאזל ביבשׁא ܀
44N	20	12	ודברוהי לעלימא כד חי וחדיו בה רורבאית ܀
44N	20	13	חננ דינ נחתנ לאלפא ורדינ לועדא דתסוס מטל דמנ תמנ עתידינ הוינ דנקבליוהי לפולוס הכנא גיר פקד הוא לנ כד אזל הוא הו ביבשׁא ܀
44N	20	14	כד דינ קבלניהי מנ תסוס שׁקלניהי באלפא ואתינ למיטולינא ܀
44N	20	15	ומנ תמנ ליומא אחרנא רדינ לוקבל כיוס גזרתא ותוב ליומא אחרנא אתינ לסמוס וקוינ בטרוגליונ וליומא אחרנא אתינ למיליטוס ܀
44N	20	16	פסיק הוא לה גיר לפולוס דנעבריה לאפסוס דלמא נשׁתוחר לה תמנ מטל דמסרהב הוא דאנ משׁכחא יומא דפנטקוסטא באורשׁלמ נעבדיוהי ܀
44N	20	17	ומנה מנ מיליטוס שׁדר איתי לקשׁישׁא דעדתא דאפסוס ܀
44N	20	18	וכד אתו לותה אמר להונ אנתונ ידעינ אנתונ דמנ יומא קדמיא דעלת לאסיא איכנא הוית עמכונ כלה זבנא ܀
44N	20	19	כד פלח אנא לאלהא במכיכותא סגיאתא ובדמעא ובנסיונא אילינ דעדינ הוו עלי בנכליהונ דיהודיא ܀
44N	20	20	ולא בסית במדמ דפקח הוא לנפשׁתכונ דאכרז לכונ ואלפ בשׁוקא ובבתא ܀
44N	20	21	כד מסהד הוית ליהודיא ולארמיא על תיבותא דלות אלהא והימנותא דבמרנ ישׁוע משׁיחא ܀
44N	20	22	והשׁא אנא אסיר אנא ברוחא ואזל אנא לאורשׁלמ ולא ידע אנא מנא ארע לי בה ܀
44N	20	23	ברמ רוחא דקודשׁא בכל מדינא מסהד לי ואמר דאסורא ואולצנא עתידינ לכ ܀
44N	20	24	אלא לי לא חשׁיבא נפשׁי מדמ איכ דאשׁלמ רהטי ותשׁמשׁתא דקבלת מנ מרנ ישׁוע דאסהד על סברתא דטיבותה דאלהא ܀
44N	20	25	והשׁא אנא ידע אנא דתוב פרצופי לא חזינ אנתונ כלכונ אילינ דאתכרכת אכרזת לכונ מלכותא ܀
44N	20	26	ומטל הנא מסהד אנא לכונ יומא דיומנא דדכא אנא מנ דמא דכלכונ ܀
44N	20	27	לא גיר אשׁתאלת דאודעכונ כלה צבינה דאלהא ܀
44N	20	28	אזדהרו הכיל בנפשׁכונ ובכלה מרעיתא הי דאקימכונ בה רוחא דקודשׁא אפסקופא דתרעונ לעדתה דאלהא הי דקנה בדמה ܀
44N	20	29	אנא ידע אנא דמנ בתר דאזל אנא נעלונ עמכונ דאבא תקיפא דלא חיסינ על מרעיתא ܀
44N	20	30	ואפ מנכונ דילכונ נקומונ גברא ממללי מעקמתא איכ דנהפכונ לתלמידא דנאזלונ בתרהונ ܀
44N	20	31	מטל הנא הויתונ עירינ ועהידינ דשׁניא תלת לא שׁלית בלליא ובאיממא כד בדמעא מרתא אנא לאנשׁ אנשׁ מנכונ ܀
44N	20	32	והשׁא מגעל אנא לכונ לאלהא ולמלתא דטיבותה דהי משׁכחא בניא לכונ ויהבא לכונ יורתנא עמ כלהונ קדישׁא ܀
44N	20	33	כספא או דהבא או נחתא לא רגת ܀
44N	20	34	ואנתונ ידעינ אנתונ דלסניקותי ולאילינ דאית עמי שׁמשׁ הלינ אידי ܀
44N	20	35	וכלמדמ חויתכונ דהכנא ולא למלאא ולמאצפ דאילינ דכריהינ ולמעהדו מלוהי דמרנ ישׁוע מטל דהו אמר דטובוהי לאינא דיהב יתיר מנ אינא דנסב ܀
44N	20	36	וכד הלינ אמר קעד על בורכוהי וצלי וכלהונ אנשׁא עמה ܀
44N	20	37	והות בכתא רבתא בכלהונ ועפקוהי ומנשׁקינ הוו לה ܀
44N	20	38	יתיראית דינ משׁתנקינ הוו על הי מלתא דאמר דלא תוב עתידינ דנחזונ פרצופה ולויוהי עדמא לאלפא ܀
44N	21	1	ופרשׁנ מנהונ ורדינ תריצאית לקו גזרתא וליומא אחרנא אתינ לרודוס ומנ תמנ לפאטרא ܀
44N	21	2	ואשׁכחנ תמנ אלפא דאזלא לפוניקא וסלקנ לה ורדינ ܀
44N	21	3	ומטינ עדמא לות קופרוס גזרתא ושׁבקנה לסמלא ואתינ לסוריא ומנ תמנ מטינ לצור תמנ גיר אית הוא לה לאלפא למנחו טענה ܀
44N	21	4	וכד אשׁכחנ תמנ תלמידא קוינ לותהונ יומתא שׁבעא והלינ אמרינ הוו כליומ לפולוס ברוח דלא נאזל לאורשׁלמ ܀
44N	21	5	ומנ בתר הלינ יומתא נפקנ דנאזל באורחא ומלוינ הוו לנ כלהונ הנונ ונשׁיהונ ובניהונ עדמא לבר מנ מדינתא וקעדו על בורכיהונ על יד ימא וצליו ܀
44N	21	6	ונשׁקנ לחדדא וסלקנ לאלפא והפכו הנונ לבתיהונ ܀
44N	21	7	חננ דינ רדינ מנ צור ואתינ לעכו מדינתא ויהבנ שׁלמא לאחא דתמנ ושׁרינ צאדיהונ יומא חד ܀
44N	21	8	וליומא אחרנא נפקנ ואתינ לקסריא ועלנ שׁרינ בביתה דפיליפוס מסברנא אינא דאיתוהי הוא מנ שׁבעא ܀
44N	21	9	ואית הוי לה בנתא בתולתא ארבע דמתנבינ הוי ܀
44N	21	10	וכד איתינ תמנ יומתא סגיאא נחת הוא מנ יהוד נביא חד דשׁמה הוא אגבוס ܀
44N	21	11	ועל לותנ ושׁקל ערקתא דחצוהי דפולוס ואסר רגלא דנפשׁה ואידוהי ואמר הכנא אמר רוחא דקודשׁא דגברא מרה דערקתא הדא הכנא נאסרונה יהודיא באורשׁלמ ונשׁלמונה באידי עממא ܀
44N	21	12	וכד הלינ מלא שׁמענ בעינ מנה חננ ובני אתרא דלא נאזל לאורשׁלמ ܀
44N	21	13	הידינ ענא ואמר פולוס מנא עבדינ אנתונ דבכינ אנתונ ושׁחקינ אנתונ לה ללבי אנא גיר לא הוא דאתאסר בלחוד מטיב אנא אלא אפ דאמות באורשׁלמ חלפ שׁמה דמרנ ישׁוע ܀
44N	21	14	וכד לא אתטפיס לנ בהלנ לנ ואמרנ דצבינה דמרנ נהוא ܀
44N	21	15	ובתר יומתא הלינ אתטיבנ וסלקנ לנ לאורשׁלמ ܀
44N	21	16	ואתו הוו עמנ אנשׁא תלמידא מנ קסריא כד דבירינ עמהונ אחא חד מנ תלמידא קדמיא דשׁמה הוא מנסונ ואיתוהי הוא מנ קופרוס דנקבלנ בביתה ܀
44N	21	17	וכד אתינ לאורשׁלמ קבלונ אחא חדיאית ܀
44N	21	18	וליומא אחרנא עלנ עמ פולוס לות יעקוב כד אית הוא לותה כלהונ קשׁישׁא ܀
44N	21	19	ויהבנ להונ שׁלמא ומשׁתעא הוא להונ פולוס בתר בתר כל מא דעבד אלהא בעממא בתשׁמשׁתה ܀
44N	21	20	וכד שׁמעו שׁבחו לאלהא ואמרו לה חזא אנת אחונ כמא רבונ אית ביהוד אילינ דהימנו וכלהונ הלינ טננא אנונ דנמוסא ܀
44N	21	21	אתאמר להונ דינ עליכ דמלפ אנת דנפרקונ מנ מושׁא כלהונ יהודיא דבעממא כד אמר אנת דלא נהוונ גזרינ בניהונ ולא בעידא דנמוסא נהוונ מהלכינ ܀
44N	21	22	מטל הכיל דמשׁתמעא הי להונ דאתית לכא ܀
44N	21	23	עבד מדמ דאמריננ לכ אית לנ גברא ארבעא דנדיר להונ דנתדכונ ܀
44N	21	24	דבר אנונ וזל אתדכא עמהונ ואפק עליהונ נפקתא איכ דנגרעונ רשׁיהונ ומתידעא לכלנשׁ דמדמ דאתאמר עליכ דגל הו ואנת לנמוסא שׁלמ אנת ונטר ܀
44N	21	25	על אילינ דינ דהימנו מנ עממא חננ כתבנ דנהוונ נטרינ נפשׁהונ מנ דדביחא ומנ זניותא ומנ חניקא ומנ דמא ܀
44N	21	26	הידינ פולוס דבר אנונ לגברא הלינ ליומא אחרנא ואתדכי עמהונ ועל אזל להיכלא כד מודע להונ מוליא דיומתא דתדכיתא עדמא דאתקרב קורבנא דאנשׁ אנשׁ מנהונ ܀
44N	21	27	וכד מטי יומא דשׁבעא יהודיא דמנ אסיא חזאוהי בהיכלא וגריו עלוהי עמא כלה וארמיו עלוהי אידיא ܀
44N	21	28	כד מבגנינ ואמרינ גברא בני איסריל עדרו הנא הו גברא דלוקבל עמא דילנ מלפ בכל דוכא ולוקבל נמוסא ולוקבל אתרא הנא ואפ לארמיא אעל להיכלא וסיבה לאתרא הנא קדישׁא ܀
44N	21	29	קדמו הוו גיר חזו עמה לטרופימס אפסיא במדינתא וסברינ הוו דעמ פולוס על להיכלא ܀
44N	21	30	ואשׁתגשׁת מדינתא ואתכנשׁו כלה עמא ואחדוהי לפולוס וגרוהי לבר מנ היכלא ובר שׁעתה אתתחדו תרעא ܀
44N	21	31	וכד בעא הוא כנשׁא למקטלה אשׁתמעת לכלירכא דאספיר דכלה מדינתא אתתזיעת לה ܀
44N	21	32	ובר שׁעתה דבר לקנטרונא ולאסטרטיוטא סגיאא ורהטו עליהונ וכד חזו לכלירכא ולאסטרטיוטא בהלו מנ דמחינ הוו לה לפולוס ܀
44N	21	33	וקרב לותה כלירכא ואחדה ופקד דנאסרונה בתרתינ שׁשׁלנ ומשׁאל הוא עלוהי דמנו ומנא עבד ܀
44N	21	34	וקעינ הוו עלוהי אנשׁא מנ אכלוס מדמ מדמ ומטל קעתהונ לא משׁכח הוא למדע אידא הי שׁרירתא ופקד הוא דנובלונה למשׁריתא ܀
44N	21	35	וכד מטי פולוס לדרגא טענוהי אסטרטיוטא מטל קטירא דעמא ܀
44N	21	36	אתא הוא גיר בתרה עמא סגיאא וקעינ הוו ואמרינ שׁקוליהי ܀
44N	21	37	וכד מטי למעל למשׁריתא הו פולוס אמר לכלירכא אנ מפס אנת לי אמלל עמכ הו דינ אמר לה יונאית ידע אנת ܀
44N	21	38	לא הוית אנת הו מצריא דקדמ יומתא הלינ אזיעת ואפקת למדברא ארבעא אלפינ גברא עבדי בישׁתא ܀
44N	21	39	אמר לה פולוס אנא גברא אנא יהודיא מנ טרסוס דקיליקיא מדינתא ידיעתא דבה יליד אנא בעא אנא מנכ אפס לי לממללו לעמא ܀
44N	21	40	וכד אפס לה קמ פולוס על דרגא ואזיע הוא להונ אידה וכד בהלו מלל עמהונ עבראית ואמר להונ ܀
44N	22	1	אחא ואבהתא שׁמעו מפק ברוח דלותכונ ܀
44N	22	2	וכד שׁמעו דעבראית ממלל הוא עמהונ יתיראית בהלו ואמר להונ ܀
44N	22	3	אנא גברא אנא יהודיא ויליד אנא בטרסוס דקיליקיא אתרבית דינ בהדא מדינתא על גנב רגלוהי דגמליאיל ואתרדית גמיראית בנמוסא דאבהתנ ואיתי הוית טננא דאלהא איכ מא דאפ אנתונ כלכונ איתיכונ ܀
44N	22	4	ולהדא אורחא רדפת עדמא למותא כד אסר הוית ומשׁלמ הוית לבית אסירא גברא ונשׁא ܀
44N	22	5	איכ מא דסהד עלי רב כהנא וכלהונ קשׁישׁא דמנהונ קבלת אגרתא דאזל לות אחא דבדרמסוק דאפ להנונ דאית הוו תמנ איתא אנונ לאורשׁלמ כד אסירינ ונקבלונ מסמ ברשׁא ܀
44N	22	6	וכד אזל הוית ושׁרית ממטא אנא לדרמסוק בפלגה דיומא מנ תחית שׁליא מנ שׁמיא אזלג עלי נוהרא סגיאא ܀
44N	22	7	ונפלת על ארעא ושׁמעת קלא דאמר הוא לי שׁאול שׁאול מנא רדפ אנת לי ܀
44N	22	8	אנא דינ ענית ואמרת מנ אנת מרי והו אמר לי אנא הו ישׁוע נצריא דאנת רדפ אנת ܀
44N	22	9	ואנשׁא דאית הוו עמי חזו נוהרא קלא דינ לא שׁמעו דהו דממלל הוא עמי ܀
44N	22	10	ואמרת מנא אעבד מרי ומרנ אמר לי קומ זל לדרמסוק ותמנ נתמלל עמכ על כל מדמ דמתפקד לכ דתעבד ܀
44N	22	11	וכד לא מתחזא הוא לי מטל תשׁבוחתה דנוהרא הו אחדוני באידי הנונ דעמי הוו ועלת לדרמסוק ܀
44N	22	12	וגברא חד חנניא כאנא בנמוסא איכ דסהדינ הוו עלוהי כלהונ יהודיא דתמנ ܀
44N	22	13	אתא לותי ואמר לי שׁאול אחי פתח עיניכ ובה בשׁעתא אתפתח עיני וחרת בה ܀
44N	22	14	ואמר לי אלהא דאבהתנ אקימכ למדע צבינה ותחזא לזדיקא ותשׁמע קלא מנ פומה ܀
44N	22	15	ותהוא לה סהדא לות כלהונ בנינשׁא על כול מא דחזית ושׁמעת ܀
44N	22	16	והשׁא מנא משׁתוחר אנת קומ עמד ואתדכא מנ חטהיכ כד קרא אנת שׁמה ܀
44N	22	17	והפכת אתית לכא לאורשׁלמ וצלית בהיכלא ܀
44N	22	18	וחזיתה בחזוא כד אמר לי אסתרהב ופוק לכ מנ אורשׁלמ מטל דלא מקבלינ סהדותכ דעלי ܀
44N	22	19	ואנא אמרת מרי אפ הנונ ידעינ דאנא משׁלמ הוית לבית אסירא ומחא הוית בכל כנושׁנ לאילינ דמהימנינ הוו בכ ܀
44N	22	20	וכד מתאשׁד הוא דמה דאסטפנס סהדכ ואפ אנא עמהונ קאמ הוית ושׁלמ הוית לצבינהונ דקטולוהי ונטר הוית מאנא דאילינ דרגמינ הוו לה ܀
44N	22	21	ואמר לי זל דאנא משׁדר אנא לכ לרוחקא למכרזו לעממא ܀
44N	22	22	וכד שׁמעוהי לפולוס עדמא להדא מלתא ארימו קלהונ וקעו נשׁתקל מנ ארעא אינא דהכנא הו לא גיר ולא לה למחא ܀
44N	22	23	וכד מבגנינ הוו ומשׁדינ הוו מאניהונ ומסקינ הוו חלא לשׁמיא ܀
44N	22	24	פקד כלירכא דנעלונה למשׁריתא ופקד דבנגדא נשׁתאל איכ דנדע מטל אידא עלתא קעינ הוו עלוהי ܀
44N	22	25	וכד מתחוהי בערקא אמר הו פולוס לקנטרונא דקאמ הוא עלוהי מפס לכונ דלגברא רהומיא דלא מחיב דתנגדונ ܀
44N	22	26	וכד שׁמע קנטרונא קרב לות כלירכא ואמר לה מנא עבד אנת הנא גיר גברא רהומיא הו ܀
44N	22	27	וקרב לותה כלירכא ואמר לה אמר לי אנת רהומיא אנת ואמר לה אינ ܀
44N	22	28	וענא כלירכא ואמר אנא בכספא סגיאא קניתה לרהומיותא אמר לה פולוס אנא דינ אפ בה אתילדת ܀
44N	22	29	ומחדא פרקו להונ מנה הנונ דבעינ הוו למנגדותה ודחל כלירכא כד ילפ דרהומיא הו על דפכרה הוא ܀
44N	22	30	וליומא אחרנא צבא הוא למדע שׁריראית דמנא הי קטגרנותא דמיתינ הוו עלוהי יהודיא ושׁריהי ופקד דנאתונ רבי כהנא וכלה כנשׁא דרשׁיהונ ודבר לפולוס ואחת אקימה בינתהונ ܀
44N	23	1	וכד חר פולוס בכנשׁהונ אמר גברא אחי אנא בכל תארתא טבתא אתדברת קדמ אלהא עדמא ליומנא ܀
44N	23	2	וחנניא כהנא פקד להנונ דקימינ על גבה דנמחונה לפולוס על פומה ܀
44N	23	3	ופולוס אמר לה עתיד הו אלהא דנמחיכ אסתא מחורתא ואנת יתב אנת דאנ אנת לי איכ דבנמוסא כד עבר אנת על נמוסא ופקד אנת דנמחונני ܀
44N	23	4	ואילינ דקימינ הוו תמנ אמרינ לה לכהנא דאלהא מצחא אנת ܀
44N	23	5	אמר להונ פולוס לא ידע הוית אחי דכהנא הו כתיב הו גיר דלרשׁא דעמכ לא תלוט ܀
44N	23	6	וכד ידע פולוס דמנה דעמא איתוהי דזדוקיא ומנה דפרישׁא קעא הוא בכנשׁא גברא אחי אנא פרישׁא אנא בר פרישׁא ועל סברא דקימתא דמיתא מתדינ אנא ܀
44N	23	7	וכד הדא אמר נפלו חד בחד פרישׁא וזדוקיא ואתפלג עמא ܀
44N	23	8	זדוקיא גיר אמרינ דלית קימתא ולא מלאכא ולא רוחא פרישׁא דינ מודינ בכלהינ ܀
44N	23	9	והוא קלא רבא וקמו אנשׁא ספרא מנ גבא דפרישׁא ונצינ הוו עמהונ ואמרינ לא משׁכחיננ מדמ דבישׁ בהנא גברא אנ דינ רוחא או מלאכא מלל עמה מנא אית בה בהדא ܀
44N	23	10	וכד הוא שׁגושׁיא רבא בינתהונ דחל הוא כלירכא דלמא נפשׁחונה לפולוס ושׁלח לרהומיא דנאתונ נחטפונה מנ מצעתהונ ונעלונה למשׁריתא ܀
44N	23	11	וכד הוא לליא אתחזי לה מרנ לפולוס ואמר לה אתחיל מטל דאיכ דאסהדת עלי באורשׁלמ הכנא עתיד אנת דאפ ברהומא תסהד ܀
44N	23	12	וכד הוא צפרא אתכנשׁו הוו אנשׁינ מנ יהודיא ואחרמו עליהונ דלא נאכלונ ולא נשׁתונ עדמא דנקטלונה לפולוס ܀
44N	23	13	הוינ הוו דינ הנונ דאקימו במומתא הנא קימא יתיר מנ ארבעינ גברינ ܀
44N	23	14	ואתקרבו לות כהנא ולות קשׁישׁא ואמרינ הוו דחרמא אחרמנ עלינ דמדמ לא נטעמ עדמא דנקטול לפולוס ܀
44N	23	15	והשׁא בעו אנתונ ורשׁא דכנושׁתא מנ כלירכא דניתיוהי לותכונ איכ בעינ אנתונ דתבצונ שׁריראית סוערנה וחננ מטיביננ דנקטליוהי עדלא נמטא לותכונ ܀
44N	23	16	ושׁמע הוא בר חתה דפולוס אפרסנא הנא ועל למשׁריתא ובדק לפולוס ܀
44N	23	17	ושׁדר פולוס קרא לחד מנ קנטרונא ואמר לה אובל לעלימא הנא לות כלירכא אית לה גיר מדמ דנאמר לה ܀
44N	23	18	ודברה קנטרונא לעלימא ואעלה לות כלירכא ואמר פולוס אסירא קרני ובעא מני דאיתא הנא עלימא לותכ דאית לה מדמ דנאמר לכ ܀
44N	23	19	ואחדה באידה כלירכא לעלימא ונגדה לחד גבא ומשׁאל הוא לה דמנא אית לכ דתאמר לי ܀
44N	23	20	ואמר לה עלימא יהודיא אתחשׁבו דנבעונ מנכ דתחת לפולוס מחר לכנשׁהונ איכ צבינ מדמ יתיר דנאלפונ מנה ܀
44N	23	21	אנת הכיל לא תתטפיס להונ הא גיר יתיר מנ ארבעינ גברינ מנהונ נטרינ לה בכמאנא ואחרמו על נפשׁהונ דלא נאכלונ ולא נשׁתונ עדמא דנקטלונה והא מטיבינ ומקוינ לשׁוודיכ ܀
44N	23	22	ושׁריהי כלירכא לעלימא כד פקדה דאנשׁ לא נדע דהלינ בדקת לי ܀
44N	23	23	וקרא לתרינ קנטרונינ ואמר להונ זלו עתדו רהומיא מאתינ דנאזלונ לקסריא ופרשׁא שׁבעינ ושׁדיי בימינא מאתינ דנפקונ מנ תלת שׁעינ בלליא ܀
44N	23	24	טיבו דינ אפ בעירא איכ דנרכבונ לפולוס ונפלטונה לות פילכס הגמונא ܀
44N	23	25	וכתב אגרתא יהב להונ דאית בה הכנא ܀
44N	23	26	לוסיוס לפילכס הגמונא נציחא שׁלמ ܀
44N	23	27	לגברא הנא אחדו יהודיא איכ דנקטלונה וקמת אנא עמ רהומיא ופרקתה כד ילפת דרהומיא הו ܀
44N	23	28	וכד בעא הוית למדע עלתא דמטלתה רשׁינ הוו לה אחתתה לכנשׁהונ ܀
44N	23	29	ואשׁכחת דעל זטמא דנמוסהונ רשׁינ הוו לה ועלתא דשׁויא לאסורא או למותא לית הוא לותה ܀
44N	23	30	וכד אתבדק לי נכלא בכמאנא דעבדו עלוהי יהודיא מחדא שׁדרתה לותכ ופקדת לקטגרנוהי דנאתונ ונאמרונ עמה קדמיכ הוי חלימ ܀
44N	23	31	הידינ רהומיא איכ דאתפקדו דברוהי לפולוס בלליא ואיתיוהי לאנטיפטרס מדינתא ܀
44N	23	32	וליומא אחרנא שׁרו פרשׁא לרגלא חבריהונ דנהפכונ למשׁריתא ܀
44N	23	33	ואיתיוהי לקסריא ויהבו אגרתא להגמונא ואקימוהי קדמוהי לפולוס ܀
44N	23	34	וכד קרא אגרתא משׁאל הוא לה דמנ אידא הופרכיא איתוהי וכד ילפ דמנ קיליקיא ܀
44N	23	35	אמר לה שׁמע אנא לכ מא דאתו קטגרניכ ופקד דנטרונה בפרטורינ דהרודס ܀
44N	24	1	ומנ בתר יומתא חמשׁא נחת חנניא רב כהנא עמ קשׁישׁא ועמ טרטלוס רהטרא ואודעו להגמונא על פולוס ܀
44N	24	2	וכד אתקרי אקפ הוא טרטלוס מקטרג לה ואמר בסוגאא דשׁינא עמריננ מטלתכ ותקנתא סגיאתא הוי לעמא הנא בשׁקל טענכ ܀
44N	24	3	וכלנ בכל דוכ מקבליננ טיבותכ נציחא פילכס ܀
